how to load Moving Average weight variable at inference phase with tensorflow,"<python>, <tensorflow>",51394132,337,1,2018-07-18T05:25:07.310,2018-07-18T07:14:23.380,"load,weight,p"
How to iterate through tensors in custom loss function?,"<python>, <tensorflow>, <keras>, <loss-function>",51405517,7065,22,2018-07-18T15:13:04.153,2019-11-28T17:04:54.987,"iterate,dt,d"
how to get a hidden layer of tensorflow hub module,"<python>, <tensorflow>, <tensorflow-hub>",51500281,525,0,2018-07-24T13:46:42.370,2018-07-30T15:18:26.407,"get,hidden layer,m"
How to extract fc7 features from AlexNet in pytorch as numpy array?,"<python>, <numpy>, <machine-learning>, <conv-neural-network>, <pytorch>",51501828,2802,1,2018-07-24T14:59:10.393,2018-07-24T19:21:03.287,"get feature,alexnet model,m"
How to get tensorflow Tensor size in bytes?,"<python>, <tensorflow>, <tensor>",51509528,1860,1,2018-07-25T01:09:54.447,2018-07-25T11:36:27.793,"get size,dt,d"
"How to restrict Tensorflow's weight tensor has same row variable? means under updating,still keep same","<tensorflow>, <machine-learning>",51581053,74,0,2018-07-29T13:58:54.910,2018-07-29T15:14:41.200,"reshape,dt,d"
How to add custom image sharpening layer in keras?,"<python>, <tensorflow>, <neural-network>, <keras>, <deep-learning>",51683471,1635,1,2018-08-04T07:27:02.153,2018-08-05T14:52:40.730,"create,sharpening layer,m"
how to gather element with index in tensorflow,"<python>, <tensorflow>, <tensor>",51690095,966,1,2018-08-04T22:46:29.073,2018-08-04T22:56:13.087,"select,d,d"
How to construct a network with two inputs in PyTorch,"<python>, <machine-learning>, <neural-network>, <computer-vision>, <pytorch>",51700729,9898,19,2018-08-06T04:49:46.153,2018-08-06T05:15:54.133,"create,input layer,m"
Pytorch tensor - How to get the indexes by a specific tensor,"<python>, <pytorch>",51703981,3652,4,2018-08-06T09:00:15.520,2018-08-06T09:22:58.507,"get index,dt,d"
"Tensorflow, Keras: How to create a trainable variable that only update in specific positions?","<python>, <tensorflow>, <keras>, <gradient-descent>, <tensor>",51745580,1041,7,2018-08-08T11:28:34.077,2018-08-08T13:35:53.537,"create,dt,d"
How to create a sub-tensor from a given tensor by selecting windows around some values of this tensor?,"<tensorflow>, <keras>, <slice>, <embedding>",51762962,312,0,2018-08-09T09:05:56.930,2018-08-10T02:02:31.510,"select,dt,d"
How to apply layer-wise learning rate in Pytorch?,"<python>, <neural-network>, <deep-learning>, <pytorch>",51801648,11038,23,2018-08-11T16:27:49.820,2018-08-11T17:38:42.413,"compute,learning rate,m"
how to create Keras multi LSTM layer using for loop?,"<python>, <tensorflow>, <keras>, <lstm>",51811797,2821,1,2018-08-12T18:41:55.940,2018-08-12T19:46:37.613,"create,lstm layer,m"
"Tensorflow, Keras: How to set add_loss in Keras layer with stop gradient?","<python>, <tensorflow>, <keras>",51839496,2149,5,2018-08-14T10:39:49.353,2018-08-22T21:11:53.023,"compute,loss,m"
"How to get the value of the element i, j of a tensor",<tensorflow.js>,51848367,1359,4,2018-08-14T19:15:51.917,2018-08-14T19:28:34.133,"get content,dt,d"
How to remove row of array which row contain value less than 11,"<python-3.x>, <tensorflow>",51909927,159,0,2018-08-18T15:03:28.420,2018-08-18T15:11:50.407,"remove element,d,d"
How to find output_node_name to build frozen graph?,"<python-3.x>, <tensorflow>, <machine-learning>, <deep-learning>",51944004,1372,1,2018-08-21T07:49:32.850,2018-08-21T14:19:28.523,"get output name,model graph,m"
How to find the probability of Non-convolution model tensorflow python,"<python>, <python-3.x>, <tensorflow>, <jupyter>",52091407,35,1,2018-08-30T07:26:54.633,2018-08-30T07:33:16.547,"get,prediction result,p"
How to perform item assignment in a tensor in tensorflow?,"<python>, <tensorflow>, <neural-network>",52144159,354,2,2018-09-03T06:23:01.237,2018-09-03T06:47:14.977,"assign,dt,d"
How to transform a vector to a matrix with each line equal to the vector in pytorch?,"<machine-learning>, <pytorch>",52144507,49,2,2018-09-03T06:52:24.793,2018-09-03T07:05:10.557,"convert,da,d"
How to build a reusable graph with input and output variables in Tensorflow?,"<python>, <tensorflow>",52166911,255,0,2018-09-04T12:57:37.767,2018-09-10T07:47:01.263,"create,model graph,m"
How to check all the values of trained variables in my tensorflow neural network?,"<python>, <tensorflow>",52176353,111,0,2018-09-05T02:48:17.307,2018-09-05T03:03:07.893,"get,dv,t"
How to delete maxpooling layer from pytorch network,"<python>, <python-3.x>, <pytorch>",52192599,1074,3,2018-09-05T19:58:54.707,2018-09-06T05:14:24.997,"delete,max pooling layer,m"
How to change input of a tensorflow.layers.dense() layer?,"<tensorflow>, <neural-network>",52253839,947,0,2018-09-10T08:30:52.793,2018-09-10T09:14:55.430,"change,dense layer,m"
How to expand output of embedding layer in keras,"<tensorflow>, <keras>, <keras-layer>",52318768,971,2,2018-09-13T17:20:16.760,2018-09-14T05:43:36.060,"expand,embedding layer,m"
How to apply (call) a single layer on data in Keras?,"<python>, <tensorflow>, <keras>",52338033,1742,5,2018-09-14T19:15:29.340,2018-09-14T20:58:23.053,"feed data,layer,m"
How to feed and build a &quot;Input-&gt;Dense-&gt;Conv2D-&gt;Dense&quot; network in keras?,"<python>, <tensorflow>, <keras>, <conv-neural-network>",52359905,2652,0,2018-09-17T01:59:51.050,2018-09-17T12:34:27.393,"create,layer,m"
How to multiply an Eigen Tensor by the scalar sum of another Eigen Tensor in C++?,"<c++>, <tensorflow>, <eigen>, <blas>, <tensor>",52392465,849,3,2018-09-18T18:17:19.383,2018-09-19T10:25:43.687,"multiply,dt,d"
How to convert numpy based function for TensorFlow tensor?,"<python>, <numpy>, <tensorflow>, <keras>, <tensor>",52395135,651,0,2018-09-18T21:55:56.853,2018-09-18T22:49:46.950,"convert,dt,d"
How to use embedding layer and other feature columns together in a network using tensorflow keras,"<python>, <tensorflow>, <keras>",52485242,3143,4,2018-09-24T18:24:04.820,2018-09-25T09:07:42.180,"concatenate,embedding layer,m"
How to implement conditional branch in tensorflow?,"<python>, <tensorflow>",52528797,233,0,2018-09-27T03:04:01.240,2018-09-27T05:47:27.633,"branch,statement,m"
How to set dimensions for 1D convolutional Networks?,"<python>, <tensorflow>, <keras>, <conv-neural-network>",52543623,295,2,2018-09-27T19:08:21.467,2018-09-28T21:47:09.437,"create,convolution layer,m"
How to remove the last FC layer from a ResNet model in PyTorch?,"<python>, <pytorch>, <resnet>",52548174,29308,21,2018-09-28T04:13:08.887,2018-09-28T04:41:19.927,"delete,layer,m"
How to add convolution layer to custom estimator,"<python>, <python-3.x>, <tensorflow>, <neural-network>, <conv-neural-network>",52632647,216,2,2018-10-03T17:31:35.663,2018-10-04T02:26:48.453,"create,convolution layer,m"
How to display the contents of a tf.Variable,<tensorflow>,52636869,93,0,2018-10-03T23:13:09.603,2018-10-04T02:18:32.733,"display dv,data,v"
How to get only the first n layers of a network loaded from a .pb file,"<python>, <tensorflow>, <machine-learning>",52648516,683,0,2018-10-04T13:52:59.720,2018-11-01T21:56:56.960,"read,d,d"
How to extend a Loss Function Pytorch,"<python>, <deep-learning>, <mathematical-optimization>, <pytorch>, <loss-function>",52690881,776,1,2018-10-07T17:05:38.710,2018-10-07T21:55:03.777,"compute,loss,m"
How to vectorize indexing operation in tensorflow,"<python>, <tensorflow>",52709073,197,2,2018-10-08T19:43:29.990,2018-10-09T09:54:27.880,"vectorize,d,d"
How to define a keras custom loss function in simple mathematical operation,"<python-3.x>, <tensorflow>, <keras>, <loss-function>",52715744,2841,1,2018-10-09T07:43:12.860,2018-10-09T08:23:43.703,"compute,loss,m"
how to create iterator.get_next() for validation set,"<python-3.x>, <tensorflow>",52784204,65,0,2018-10-12T17:13:19.650,2018-10-12T17:24:51.797,"iterate,ds,d"
How to get the output from a specific layer from a PyTorch model?,"<python>, <pytorch>",52796121,7852,7,2018-10-13T18:40:42.417,2018-10-13T18:40:42.417,"get output,layer,m"
How to calculate the accuracy for multilabel classification with tf.metrics?,"<tensorflow>, <evaluation>, <tensorflow-estimator>",52832618,913,4,2018-10-16T09:47:44.900,2019-01-03T11:19:23.990,"compute multi-label,accuracy,e"
How to extract rows and columns from a 3D array in Tensorflow,"<python-3.x>, <numpy>, <tensorflow>",52878311,318,1,2018-10-18T16:11:39.037,2018-10-18T16:24:48.940,"extract,d,d"
How to define Input tensor that has thousands of possible categorical values?,<tensorflow.js>,52920121,386,2,2018-10-21T21:35:22.703,2018-10-21T23:20:55.967,"create,dt,d"
How to get deterministic value of global step variable (strictly after or strictly before increment),"<python>, <tensorflow>",53002190,384,2,2018-10-26T05:44:01.143,2018-10-26T11:36:29.883,"get,dv,d"
How to print a tensor's value inside tf.while_loop without returning it?,"<python>, <tensorflow>, <printing>, <while-loop>, <tensor>",53033767,995,0,2018-10-28T16:39:40.150,2018-10-29T20:46:33.153,"display dv,data,v"
How to feed array into a TensorFlow placeholder correctly,"<python-3.x>, <tensorflow>, <machine-learning>, <neural-network>, <deep-learning>",53131471,262,0,2018-11-03T12:49:22.117,2018-11-03T16:28:55.703,"feed,dp,d"
How to conditionally scale values in Keras Lambda layer?,"<python>, <tensorflow>, <machine-learning>, <keras>, <tensor>",53167108,1845,3,2018-11-06T07:00:20.663,2018-11-06T07:47:40.423,"scale,lambda layer,m"
How to find zeros of tensorflow function,"<python>, <tensorflow>",53196255,146,0,2018-11-07T19:13:22.130,2018-11-07T20:09:47.297,"select,d,d"
"how to perform element wise multiply for two 4d tensor of shape [1,16,16,3] and [1,4,4,3]","<python>, <tensorflow>",53201297,247,0,2018-11-08T03:50:42.830,2018-11-08T05:13:41.640,"multiply,dt,d"
How to convert 2D matrix to 3D tensor without blending corresponding entries?,"<python>, <tensorflow>",53313913,475,1,2018-11-15T06:53:57.707,2018-11-15T08:32:30.877,"convert,dt,d"
How to get the activations after layer k with Keras?,"<python>, <tensorflow>, <keras>, <neural-network>",53346869,2034,1,2018-11-16T23:55:29.653,2018-11-17T02:07:52.140,"get activation,layer,m"
How to use Custom OP to build TensorFlow Graph in C++?,"<c++>, <tensorflow>, <machine-learning>",53384454,315,2,2018-11-20T00:14:55.940,2018-11-25T10:40:49.363,"create,model graph,m"
How to vectorize the following python code,"<numpy>, <matrix>, <vectorization>, <matrix-multiplication>, <pytorch>",53442069,330,1,2018-11-23T07:08:14.870,2018-11-23T07:18:02.563,"vectorize,d,d"
How to pass input to placeholders?,"<python>, <tensorflow>, <machine-learning>, <linear-regression>",53460728,433,0,2018-11-24T17:33:51.107,2018-11-24T18:48:00.097,"feed,dp,d"
How to concat a scalar to a 1D vector in Keras?,"<python>, <tensorflow>, <machine-learning>, <keras>, <deep-learning>",53492199,950,0,2018-11-27T03:14:46.443,2018-11-27T06:01:26.663,"concatenate,d,d"
How to mask weight in PyTorch weight parameters?,"<python>, <pytorch>, <lstm>",53544901,6501,7,2018-11-29T17:51:50.793,2018-11-29T18:49:03.173,"mask,weight,m"
How to get two scalars on same chart with tensorboardX?,"<python>, <pytorch>, <tensorboardx>",53581904,1047,0,2018-12-02T15:50:29.217,2019-01-14T21:15:34.843,"plot training loss,model,v"
How to connect the input to the output directly using single fully connected layer in PyTorch?,"<python>, <deep-learning>, <conv-neural-network>, <pytorch>, <torch>",53586245,1512,2,2018-12-03T01:13:45.353,2018-12-03T12:32:47.767,"connect,fully connected layer,m"
How to compute loss gradient w.r.t to model inputs in a Keras model?,"<python>, <tensorflow>, <machine-learning>, <keras>, <neural-network>",53649837,3144,3,2018-12-06T10:55:24.527,2018-12-06T11:12:39.143,"compute,gradient,t"
How to change the tensor shape in middle layers?,"<tensorflow>, <keras>, <nlp>, <embedding>, <word-embedding>",53663293,174,0,2018-12-07T04:31:53.547,2018-12-07T10:18:44.817,"reshape,layer,m"
How to profiling layer-by-layer in Pytroch?,"<profiling>, <pytorch>",53736966,6798,5,2018-12-12T06:03:46.187,2018-12-12T08:34:10.380,"display,model,v"
Tensorflow while_loop how to return all intermediate values?,"<python>, <tensorflow>",53738731,558,1,2018-12-12T08:17:47.457,2018-12-12T09:35:02.653,"get content,d,d"
How to convert a list in python to a numpy array to put into tensor flow,"<python>, <tensorflow>, <machine-learning>, <dataset>, <python-imaging-library>",53797916,431,-1,2018-12-15T22:50:30.377,2018-12-15T23:37:58.880,"convert,d,d"
how to add tanh to one embedding layer in keras,"<python>, <tensorflow>, <machine-learning>, <keras>",53807153,493,0,2018-12-16T22:49:23.443,2018-12-16T23:01:31.050,"create,embedding layer,m"
How to save multilayer perceptron model in Tensorflow,"<python-3.x>, <tensorflow>, <keras>",53815076,155,1,2018-12-17T12:16:50.320,2018-12-17T12:44:55.230,"save,mlp layer,m"
How to assign a new value to a pytorch Variable without breaking backpropagation?,<pytorch>,53819383,10344,8,2018-12-17T16:34:41.233,2018-12-17T22:11:26.567,"assign,dv,d"
How to implement inverting gradient in Tensorflow?,"<python>, <tensorflow>, <reinforcement-learning>",53830617,212,0,2018-12-18T10:04:19.200,2018-12-24T07:31:55.803,"invert,gradient,t"
How to merge shape automatically in tensorflow?,"<python>, <tensorflow>",53837304,694,2,2018-12-18T16:27:46.517,2018-12-18T16:36:56.957,"merge,d,d"
How to train an LSTM model on multi-dimentional array?,"<python>, <tensorflow>, <keras>, <lstm>, <rnn>",53850404,283,1,2018-12-19T11:36:02.840,2018-12-19T15:21:24.823,"train lstm,model,t"
How to stack 1-dimensional vectors in pytorch,"<python>, <pytorch>",53918549,428,3,2018-12-25T00:29:34.727,2018-12-25T00:56:44.940,"stack,da,d"
how to flatten input in `nn.Sequential` in Pytorch,"<python>, <neural-network>, <artificial-intelligence>, <pytorch>",53953460,20968,15,2018-12-28T03:49:04.477,2018-12-28T04:01:54.950,"flatten,layer,m"
How to multiply a tensor row-wise by a vector in PyTorch?,"<python>, <pytorch>, <tensor>, <scalar>",53987906,6153,14,2018-12-31T13:11:49.030,2018-12-31T14:29:10.443,"multiply,dt,d"
How to calculate the similarity window in a tensor?,"<python>, <tensorflow>",54002441,206,1,2019-01-02T06:59:44.553,2019-01-02T14:24:37.570,"cosine similarity,d,d"
How to assign custom gradient to TensorFlow op with multiple inputs,"<python>, <tensorflow>, <tensorflow-gradient>",54047604,2400,1,2019-01-04T23:45:09.607,2019-02-28T01:48:37.793,"change,gradient,t"
How to apply convolution on the last three dimensions of a 5D tensor using the Conv2D in Keras?,"<python>, <tensorflow>, <machine-learning>, <keras>, <conv-neural-network>",54075399,1055,0,2019-01-07T13:31:16.170,2019-01-07T13:38:09.310,"create,convolution layer,m"
"How to get the output of a keras model as numerical values, rather than a Tensor object?","<python>, <tensorflow>, <keras>",54082187,1803,1,2019-01-07T21:32:22.140,2019-01-07T21:43:56.787,"convert,d,d"
Keras: How to create a sparsely connected layer?,"<tensorflow>, <keras>, <neural-network>, <keras-layer>",54125907,818,0,2019-01-10T09:47:53.910,2019-01-10T11:16:27.987,"create,sparsely connected layer,m"
How to use a numpy function as the loss function in PyTorch and avoid getting errors during run time?,"<python>, <numpy>, <pytorch>",54165651,1963,1,2019-01-13T02:34:59.067,2019-01-13T12:46:22.627,"compute,loss,m"
How to use keras layers in custom keras layer,"<tensorflow>, <keras>",54194724,9437,15,2019-01-15T07:58:21.247,2019-08-30T12:39:35.257,"create,layer,m"
How to vectorize computation of mean over specific set of indices given as matrix rows?,"<python>, <numpy>, <vectorization>, <pytorch>",54220249,919,2,2019-01-16T15:23:09.200,2019-01-16T15:50:40.627,"vectorize,dm,d"
how to multiply all rows by column of single matrix in pytorch in a vectorized way,"<python-3.x>, <math>, <deep-learning>, <pytorch>",54249399,102,1,2019-01-18T07:24:05.763,2019-01-18T07:42:00.263,"multiply,dm,d"
How to convert a pytorch tensor into a numpy array?,"<python>, <numpy>, <pytorch>",54268029,36601,20,2019-01-19T14:21:21.710,2019-01-19T14:30:21.763,"convert,dt,d"
How to perform reduce_op on multiple dimensions at once?,"<python>, <tensorflow>",54294780,537,2,2019-01-21T17:10:50.200,2019-01-21T17:49:24.257,"convert,d,d"
How to get the PromiseValue of the return value of tf.toPixels() in tensorflowjs,"<javascript>, <tensorflow>, <tensorflow.js>",54329948,131,0,2019-01-23T14:53:40.520,2019-01-23T15:25:46.067,"get content,d,d"
How to determine weight dimension for input tensor of Rank-3?,"<python>, <tensorflow>, <neural-network>",54330581,103,1,2019-01-23T15:29:00.373,2019-01-23T17:21:01.957,"get dimension,dt,d"
How to avoid graph duplication when using tf.import_graph_def to append a new input pipeline?,<tensorflow>,54374588,361,3,2019-01-26T00:34:25.503,2019-01-28T06:04:14.627,"feed data,model,m"
How to reverse RGB array to BGR array in tensorflow.js,"<tensorflow>, <tensorflow.js>",54416699,839,2,2019-01-29T08:27:24.373,2019-01-29T08:42:38.583,"reverse,d,d"
How to get the output of certain layer of trained CNN model [Tensorflow],"<python>, <tensorflow>, <computer-vision>, <conv-neural-network>",54474633,3879,1,2019-02-01T07:14:14.197,2019-02-01T09:14:11.630,"test,layer,p"
How to use optimizer.minimize with maxPooling layers in TensorFlow.js,"<javascript>, <machine-learning>, <conv-neural-network>, <tensorflow.js>",54493359,109,3,2019-02-02T13:04:31.170,2019-02-02T19:10:50.887,"add,max pooling layer,m"
How to apply dynamic shape with tensorflow `scatter_nd`,"<python>, <python-3.x>, <tensorflow>",54505292,305,1,2019-02-03T16:59:26.733,2019-02-03T17:49:46.003,"reshape,d,d"
How to count in a one hot tensor,"<python>, <tensorflow>, <one-hot-encoding>",54557398,289,1,2019-02-06T15:43:43.860,2019-02-06T15:48:03.840,"get count,dt,d"
How to optimize keras model with batchnorm layers with Intel inference engine (OpenVINO)?,"<tensorflow>, <keras>, <inference-engine>, <openvino>",54644391,712,0,2019-02-12T06:54:55.767,2019-02-28T16:45:26.760,"add,batch normalization layer,m"
How to flatten a nested model? (keras functional API),"<python>, <tensorflow>, <keras>",54648296,2223,2,2019-02-12T10:46:40.003,2019-02-12T10:56:38.347,"flatten,dt,d"
How to find the max index for each row in a tensor object?,"<python>, <python-3.x>, <tensorflow>, <pytorch>",54681798,2903,0,2019-02-14T01:08:11.537,2019-02-14T01:12:19.193,"select,dt,d"
How to concatenate ResNet50 hidden layer with another model input?,"<python>, <tensorflow>, <keras>, <resnet>, <transfer-learning>",54683569,692,0,2019-02-14T05:10:35.943,2019-02-14T07:30:24.143,"concatenate,resnet hidden layer,m"
How to implement an image(2D array) sequence sliding window in tensorflow?,"<python>, <tensorflow>, <machine-learning>, <neural-network>, <lstm>",54745903,1143,4,2019-02-18T11:08:35.293,2019-02-21T15:24:03.070,"create,layer,m"
How to multiply each 2D element of a tensor with dynamic dimension by a static 2D mask?,"<python>, <tensorflow>, <lambda>, <keras>",54757631,160,1,2019-02-19T01:29:20.440,2019-02-19T04:56:46.290,"multiply,dt,d"
How to create end execute a basic LSTM network in TensorFlow?,"<python>, <tensorflow>, <lstm>",54764500,97,1,2019-02-19T10:51:34.253,2019-02-19T14:01:21.233,"create,lstm layer,m"
How to get only the first component of each hidden vector generated by LSTM?,"<python>, <tensorflow>",54768657,31,2,2019-02-19T14:33:01.063,2019-02-19T15:49:46.263,"get weight,lstm layer,m"
"Tensorflow, how to store variables?","<python>, <tensorflow>",54829278,71,1,2019-02-22T14:30:04.917,2019-02-22T14:37:05.193,"save,dv,d"
How to print output vector from capsule layer?,"<python-3.x>, <tensorflow>, <vector>, <keras>",54883875,110,1,2019-02-26T10:55:27.057,2019-02-26T11:59:08.423,"print output,capsule layer,v"
How to form multiple layers tensor in Tensorflow,"<python>, <tensorflow>",54897339,138,1,2019-02-27T02:58:50.637,2019-02-27T09:47:30.007,"combine,layer,m"
How to access pytorch model parameters by index,"<python>, <machine-learning>, <deep-learning>, <computer-vision>, <pytorch>",54942416,1180,2,2019-03-01T10:13:13.983,2019-03-01T10:21:24.973,"get by index,dv,d"
How to regularize loss function?,"<python>, <tensorflow>, <machine-learning>",55029716,2287,0,2019-03-06T18:15:30.117,2019-03-06T20:17:01.670,"regularize,loss,m"
How to convert a tensor to a Uint8Array array in tensorflowjs,<tensorflow.js>,55059475,874,2,2019-03-08T08:39:44.040,2019-03-08T09:23:15.690,"convert,dt,d"
How to freeze weight in certain layer with Keras?,"<tensorflow>, <machine-learning>, <keras>, <mnist>",55059529,15894,10,2019-03-08T08:43:29.983,2019-03-08T14:31:27.033,"freeze,weight,t"
How to get the values of convolutional layes in tensorflow?,"<python>, <tensorflow>, <python-3.6>",55074048,111,2,2019-03-09T04:42:27.947,2019-03-09T09:57:14.210,"get output,convolution layer,m"
Tensorflow Object Detection API only shows loss value. How to get mAP value?,"<python>, <tensorflow>, <object-detection>, <object-detection-api>",55140300,889,0,2019-03-13T11:00:41.180,2019-03-13T12:00:44.627,"compute map,metric,e"
How to support masking in custom tf.keras.layers.Layer,"<python>, <tensorflow>, <keras>",55176818,4187,6,2019-03-15T06:31:12.100,2019-03-16T20:55:46.150,"mask,layer,m"
How to initialize weight for convolution layers in Tensorflow Object Detection API?,"<tensorflow>, <object-detection-api>",55178906,707,2,2019-03-15T09:01:25.080,2019-03-15T09:22:21.223,"initialize,convolution layer,m"
How to calculate the euclidean distance between a vector and a 3-D tensor?,"<python>, <tensorflow>",55179556,142,0,2019-03-15T09:38:15.843,2019-03-15T10:06:47.793,"compute euclidean distance,dv,d"
How to perform tf.nn.softmax in two selected dimension in tensorflow?,"<tensorflow>, <softmax>",55193375,1587,1,2019-03-16T04:10:27.727,2019-03-16T22:24:58.710,"softmax,d,d"
How to calculate the euclidean distance between a 2-D tensor and a 3-D tensor?,"<python>, <tensorflow>",55196194,276,1,2019-03-16T11:23:58.170,2019-03-19T02:52:39.870,"euclidean distance,dt,d"
How to change the axis on which 1 dimensional convolution is performed on embedding layer in PyTorch?,"<python>, <conv-neural-network>, <pytorch>, <embedding>",55227010,603,2,2019-03-18T17:32:49.360,2019-03-19T05:25:24.710,"change axis,convolution layer,m"
How to log a tensorflow layer output in tf.estimator.Estimator(),"<python>, <tensorflow>",55253299,528,2,2019-03-20T03:49:48.893,2019-03-20T05:26:45.357,"get output,layer,m"
How to freeze a keras model with custom keras layers(.h5) to tensorflow graph(.pb)?,"<python>, <tensorflow>, <keras>",55258859,1250,3,2019-03-20T10:43:41.040,2019-03-20T13:02:58.210,"save,model,t"
How to normalize tensor inside custom loss function in TensorFlow?,"<python>, <tensorflow>, <keras>",55317509,156,2,2019-03-23T19:22:28.210,2019-03-23T23:01:32.737,"normalize,dt,d"
How to implement a stacked RNNs in Tensorflow?,"<python>, <tensorflow>, <recurrent-neural-network>",55324307,844,1,2019-03-24T13:30:21.847,2019-04-12T03:32:36.190,"stack,rnn layer,m"
How to find out which dtype tensors are accepted by a given inbuilt tensorflow function?,"<python>, <tensorflow>",55332433,445,2,2019-03-25T06:42:23.833,2019-03-25T11:41:00.037,"select,dt,d"
How to convert ndarray to autograd variable in GPU format?,"<python>, <numpy>, <gpu>, <pytorch>, <autograd>",55397711,54,-1,2019-03-28T12:30:39.533,2019-03-28T13:49:18.350,"convert,d,d"
How to implement low-dimensional embedding layer in pytorch,"<deep-learning>, <pytorch>, <layer>, <embedding>",55427386,1708,4,2019-03-30T01:42:27.163,2019-03-30T02:54:02.633,"create,embedding layer,m"
How to define (sparse) variable diagonal tensors,<tensorflow>,55455377,100,0,2019-04-01T12:41:05.413,2019-04-01T14:01:24.450,"create sparse,dv,d"
tensorflow how to non zero values from batched input,"<python>, <tensorflow>, <keras>",55469487,600,1,2019-04-02T07:48:36.923,2019-04-02T09:49:32.887,"mask,db,d"
How to preprocess strings in Keras models Lambda layer?,"<python>, <tensorflow>, <keras>, <deep-learning>",55517871,1289,0,2019-04-04T14:00:25.013,2019-04-07T22:54:53.277,"create,lambda layer,m"
How to dynamically index the tensor in pytorch?,"<python>, <deep-learning>, <pytorch>, <torch>, <tensor>",55529236,3904,4,2019-04-05T06:13:14.983,2019-04-05T09:56:08.183,"index,dt,d"
How to get the tensor of a layer from the name,"<python>, <tensorflow>",55544225,1327,0,2019-04-05T22:45:37.977,2019-04-05T23:01:12.413,"find by name,layer,m"
Keras : How to create a custom layer with weight when the input shape is unknow during compilation?,"<python>, <tensorflow>, <keras>, <layer>",55569166,1591,1,2019-04-08T08:29:46.780,2019-04-14T13:40:12.000,"create,layer,m"
"How to get number of rows, columns /dimensions of tensorflow.data.Dataset?","<tensorflow>, <machine-learning>, <data-science>, <tensorflow-datasets>",55618892,1521,4,2019-04-10T18:12:29.683,2019-04-10T19:54:41.230,"get shape,d,d"
How to sum up values according to indices in a different vector using keras / tensorflow?,"<python>, <tensorflow>, <machine-learning>, <keras>, <nlp>",55622294,197,0,2019-04-10T22:45:17.180,2019-04-11T07:23:00.727,"sum,da,d"
How to implement a custom keras layer that only keeps the top n values and zeros out all the rest?,"<python>, <tensorflow>, <keras>",55650121,778,6,2019-04-12T10:58:34.953,2019-04-12T11:58:38.623,"create,layer,m"
How to iterate over a group of tensor and pass the elements from each group to a function?,"<python>, <function>, <iteration>, <pytorch>, <tensor>",55652321,863,3,2019-04-12T13:07:59.613,2019-04-12T16:21:23.163,"iterate,dt,d"
How to create a one-hot tensor for k largest elements in 4d tensor?,"<python>, <tensorflow>, <deep-learning>",55665304,229,1,2019-04-13T12:12:50.210,2019-04-13T14:18:23.103,"create,dt,d"
How to Feed Batched Sequences of Images through Tensorflow conv2d using tf.keras.layers,"<python>, <tensorflow>, <machine-learning>, <keras>, <deep-learning>",55667521,146,1,2019-04-13T16:22:06.867,2019-04-13T17:45:57.107,"feed data,convolution layer,m"
How to apply mask to a tensor and keep its original shape,"<python>, <tensorflow>",55688621,2029,3,2019-04-15T11:53:29.850,2019-04-15T12:03:29.703,"mask,dt,d"
How to specify padding with keras in Conv2D layer?,"<python>, <tensorflow>, <keras>, <computer-vision>, <conv-neural-network>",55694721,8835,3,2019-04-15T17:47:34.017,2019-04-15T18:38:39.173,"pad,convolution layer,m"
How to update the variable in tf.variable_scope with variable's name?,"<tensorflow>, <scope>",55702459,80,0,2019-04-16T07:07:49.680,2019-04-16T08:11:10.040,"change,dv,d"
How to stack Convolutional Layer and LSTM using Tensorflow2.0 alpha?,"<tensorflow>, <deep-learning>, <tf.keras>, <tensorflow2.0>",55746170,1336,4,2019-04-18T12:34:29.247,2019-04-18T16:35:23.273,"stack,convolution layer,m"
How to find the number of non-zeros in an array in Keras?,"<python>, <tensorflow>, <keras>",55779201,1045,2,2019-04-21T01:43:41.187,2019-04-21T04:28:04.893,"get count,d,d"
How to tie weight between transposed layers?,"<python>, <tensorflow>, <tensorflow2.0>, <tf.keras>",55779727,1534,1,2019-04-21T03:52:53.593,2019-05-06T07:37:05.440,"share,weight,m"
How to train and implement confidence in keras,"<python>, <tensorflow>, <keras>, <deep-learning>, <conv-neural-network>",55801538,322,0,2019-04-22T21:45:23.207,2019-04-23T19:57:27.647,"compute,loss,m"
"How to convert an object detection model, in it's frozen graph, to a .tflite, without any knowledge of input and output arrays","<python>, <tensorflow>, <tensorflow-lite>",55803971,711,0,2019-04-23T03:38:35.487,2019-04-24T07:10:12.717,"convert,model,m"
How to sum based off index vector,"<python>, <machine-learning>, <pytorch>",55819027,1237,3,2019-04-23T20:35:25.303,2019-04-24T06:26:38.620,"sum,da,d"
How to calculate PSNR metric in KERAS,"<python>, <tensorflow>, <keras>, <deep-learning>",55844618,3540,0,2019-04-25T08:07:39.323,2019-05-19T13:00:26.710,"compute psnr,metric,e"
How to feed a value for a placeholder in keras/tensorflow,"<python>, <tensorflow>, <keras>",55861813,318,1,2019-04-26T06:18:53.147,2019-04-26T08:50:52.733,"feed,dp,d"
How to build this custom layer in Keras?,"<tensorflow>, <keras>, <deep-learning>",55863106,2097,4,2019-04-26T07:50:50.180,2019-04-26T10:12:05.193,"create,layer,m"
How to convert tensorflow placerholder variable to numpy array?,"<python>, <numpy>, <tensorflow>",55863619,291,1,2019-04-26T08:24:53.670,2019-04-27T15:07:29.267,"convert,dp,d"
